Seq		Group	Sub Group	Doc	AGK	Codey	Tab Name	Tab Nbr	Ret Value	Man Ret Value	Open	Close	Show	Special	SpecCol1	SpecCol2	Help
1629	Command	Extra		GameCenterSubmitScore( iScore, szBoardID )			Advanced	7	0								
1630	Command	Extra		GetClipboardText()			Advanced	7	1								
1631	Command	Extra		GetCloudDataAllowed()			Advanced	7	2	2							
1632	Command	Extra		GetCloudDataChanged()			Advanced	7	2	2							
1633	Command	Extra		GetCloudDataVariable( varName, defaultValue )			Advanced	7	1								
1634	Command	Extra		GetFacebookDownloadFile()			Advanced	7	1								
1635	Command	Extra		GetFacebookDownloadState()			Advanced	7	1								
1636	Command	Extra		GetFacebookLoggedIn()			Advanced	7	2	2							
1637	Command	Extra		GetGameCenterExists()			Advanced	7	2	2							
1638	Command	Extra		GetGameCenterLoggedIn()			Advanced	7	2	2							
1639	Command	Extra		GetGameCenterPlayerDisplayName()			Advanced	7	1								
1640	Command	Extra		GetGameCenterPlayerID()			Advanced	7	1								
1641	Command	Extra		GetInAppPurchaseAvailable( iID )			Advanced	7	2	2							
1642	Command	Extra		GetInAppPurchaseDescription( iID )			Advanced	7	1								
1643	Command	Extra		GetInAppPurchaseLocalPrice( iID )			Advanced	7	1								
1644	Command	Extra		GetInAppPurchaseSignature(int iID)			Advanced	7	1								
1645	Command	Extra		GetInAppPurchaseState()			Advanced	7	1								
1646	Command	Extra		GetLocalNotificationExists( iID )			Advanced	7	2	2							
1647	Command	Extra		GetLocalNotificationMessage( iID )			Advanced	7	1								
1648	Command	Extra		GetLocalNotificationTime( iID )			Advanced	7	1								
1649	Command	Extra		GetPushNotificationstr()			Advanced	7	1								
1650	Command	Extra		GetSmartWatchState()			Advanced	7	1								
1651	Command	Extra		InAppPurchaseActivate( iID )			Advanced	7	0								
1652	Command	Extra		InAppPurchaseAddProductID( szID, type )			Advanced	7	0								
1653	Command	Extra		InAppPurchaseRestore()			Advanced	7	0								
1654	Command	Extra		InAppPurchaseSetKeys( szData1, szData2 )			Advanced	7	0								
1655	Command	Extra		InAppPurchaseSetTitle( szTitle )			Advanced	7	0								
1656	Command	Extra		InAppPurchaseSetup()			Advanced	7	0								
1657	Command	Extra		LoadSharedVariable( varName, defaultValue )			Advanced	7	1	1							
1658	Command	Extra		PushNotificationSetup()			Advanced	7	0								
1659	Command	Extra		RateApp( szID, szTitle )			Advanced	7	0								
1660	Command	Extra		ReceiveSmartWatchData()			Advanced	7	0								
1661	Command	Extra		RequestAppReview()			Advanced	7	0								
1662	Command	Extra		RequestPermission( szPermission )			Advanced	7	1	1							
1663	Command	Extra		SaveSharedVariable( varName, varValue )			Advanced	7	0								
1664	Command	Extra		SendSmartWatchData( szJson )			Advanced	7	0								
1665	Command	Extra		SetClipboardText( szText )			Advanced	7	0								
1666	Command	Extra		SetCloudDataVariable( varName, varValue )			Advanced	7	0								
1667	Command	Extra		SetLocalNotification( iID, datetime, szMessage )			Advanced	7	0								
1668	Command	Extra		SetPushNotificationKeys( keyName, keyValue			Advanced	7	0								
1669	Command	Extra		SetSharedVariableAppGroup( group )			Advanced	7	0								
1670	Command	Extra		SetupCloudData( reserved )			Advanced	7	0								
1671	Command	Adverts		CacheRewardAdChartboost()			Advanced	7	0								
1672	Command	Adverts		CreateAdvert( type, horz, vert, test )			Advanced	7	1	1							
1673	Command	Adverts		CreateAdvertEx( type, horz, vert, test, offsetx, offsety )			Advanced	7	1	1							
1674	Command	Adverts		CreateFullscreenAdvert()			Advanced	7	1	1							
1675	Command	Adverts		DeleteAdvert()			Advanced	7	0								
1676	Command	Adverts		GetConsentStatusAdMob()			Advanced	7	1								
1677	Command	Adverts		GetFullscreenAdvertLoadedAdMob()			Advanced	7	1								
1678	Command	Adverts		GetFullscreenAdvertLoadedAmazon()			Advanced	7	1								
1679	Command	Adverts		GetFullscreenAdvertLoadedChartboost()			Advanced	7	1								
1680	Command	Adverts		GetRewardAdLoadedAdMob()			Advanced	7	1								
1681	Command	Adverts		GetRewardAdLoadedChartboost()			Advanced	7	1								
1682	Command	Adverts		GetRewardAdRewardedAdMob()			Advanced	7	1								
1683	Command	Adverts		GetRewardAdRewardedChartboost()			Advanced	7	1								
1684	Command	Adverts		LoadConsentStatusAdMob( szPubID, privacyPolicy )			Advanced	7	1	1							
1685	Command	Adverts		OverrideConsentAdMob( consent )			Advanced	7	0								
1686	Command	Adverts		OverrideConsentChartboost( consent )			Advanced	7	0								
1687	Command	Adverts		RequestAdvertRefresh()			Advanced	7	0								
1688	Command	Adverts		RequestConsentAdMob()			Advanced	7	0								
1689	Command	Adverts		ResetRewardAdMob()			Advanced	7	0								
1690	Command	Adverts		ResetRewardChartboost()			Advanced	7	0								
1691	Command	Adverts		SetAdMobDetails( szID )			Advanced	7	0								
1692	Command	Adverts		SetAdMobRewardAdDetails( szID )			Advanced	7	0								
1693	Command	Adverts		SetAdMobTesting( mode )			Advanced	7	0								
1694	Command	Adverts		SetAdvertLocation( horz, vert, width )			Advanced	7	0								
1695	Command	Adverts		SetAdvertLocationEx( horz, vert, offsetx, offsety, width )			Advanced	7	0								
1696	Command	Adverts		SetAdvertPosition( x, y, width )			Advanced	7	0								
1697	Command	Adverts		SetAdvertVisible( iVisible )			Advanced	7	0								
1698	Command	Adverts		SetAmazonAdDetails( szKey )			Advanced	7	0								
1699	Command	Adverts		SetAmazonAdTesting( mode )			Advanced	7	0								
1700	Command	Adverts		SetChartboostDetails( szKey1, szKey2 )			Advanced	7	0								
1701	Command	Adverts		SetInneractiveDetails( szCode )			Advanced	7	0								
1702	Command	Adverts		ShowFullscreenAdvertAdMob()			Advanced	7	0								
1703	Command	Adverts		ShowFullscreenAdvertAmazon()			Advanced	7	0								
1704	Command	Adverts		ShowFullscreenAdvertChartboost()			Advanced	7	0								
1705	Command	Adverts		ShowRewardAdAdMob()			Advanced	7	0								
1706	Command	Adverts		ShowRewardAdChartboost()			Advanced	7	0								
1707	Command	Benchmarks		GetDrawingSetupTime()			Advanced	7	1								
1708	Command	Benchmarks		GetDrawingTime()			Advanced	7	1								
1709	Command	Benchmarks		GetImageMemoryUsage()			Advanced	7	1								
1710	Command	Benchmarks		GetLoadedImages()			Advanced	7	1								
1711	Command	Benchmarks		GetManagedSpriteCount()			Advanced	7	1								
1712	Command	Benchmarks		GetManagedSpriteDrawCalls()			Advanced	7	1								
1713	Command	Benchmarks		GetManagedSpriteDrawnCount()			Advanced	7	1								
1714	Command	Benchmarks		GetManagedSpriteSortedCount()			Advanced	7	1								
1715	Command	Benchmarks		GetParticleDrawnPointCount()			Advanced	7	1								
1716	Command	Benchmarks		GetParticleDrawnQuadCount()			Advanced	7	1								
1717	Command	Benchmarks		GetPhysicsTime()			Advanced	7	1								
1718	Command	Benchmarks		GetPixelsDrawn()			Advanced	7	1								
1719	Command	Benchmarks		GetUnassignedImageFileName( index )			Advanced	7	1								
1720	Command	Benchmarks		GetUnassignedImages()			Advanced	7	1								
1721	Command	Benchmarks		GetUpdateTime()			Advanced	7	1								
1722	Command	File		AddZipEntry( zipID, str, zipstr )			Advanced	7	0								
1723	Command	File		CancelZipExtract()			Advanced	7	0								
1724	Command	File		ChooseRawFile( ext )			Advanced	7	1	1							
1725	Command	File		CloseFile( iFileID )			Advanced	7	0								
1726	Command	File		CloseRawFolder( ID )			Advanced	7	0								
1727	Command	File		CloseZip( zipID )			Advanced	7	0								
1728	Command	File		CountWindowsDrives()			Advanced	7	0								
1729	Command	File		CreateZip( filename )			Advanced	7	1	1							
1730	Command	File		DeleteFile( szFile )			Advanced	7	0								
1731	Command	File		DeleteFolder( szName )			Advanced	7	0								
1732	Command	File		ExtractZip(const zipfilename, str, password)			Advanced	7	0								
1733	Command	File		ExtractZipASync(const zipfilename, str, password)			Advanced	7	0								
1734	Command	File		FileEOF( iFileID )			Advanced	7	1	1							
1735	Command	File		FileIsOpen( iFileID )			Advanced	7	1	1							
1736	Command	File		GetCurrentDir()			Advanced	7	1								
1737	Command	File		GetDocumentsstr()			Advanced	7	1								
1738	Command	File		GetFileCount( mode )			Advanced	7	1								
1739	Command	File		GetFileExists( szFile )			Advanced	7	2	2							
1740	Command	File		GetFilePos( iFileID )			Advanced	7	1								
1741	Command	File		GetFileSize( iFileID )			Advanced	7	1								
1742	Command	File		GetFirstFile( mode )			Advanced	7	1								
1743	Command	File		GetFirstFolder()			Advanced	7	1								
1744	Command	File		GetFolder()			Advanced	7	1								
1745	Command	File		GetFolderCount( mode )			Advanced	7	1								
1746	Command	File		GetNextFile()			Advanced	7	1								
1747	Command	File		GetNextFolder()			Advanced	7	1								
1748	Command	File		GetRawFolderFileName( ID, index )			Advanced	7	1								
1749	Command	File		GetRawFolderFolderName( ID, index )			Advanced	7	1								
1750	Command	File		GetRawFolderNumFiles( ID )			Advanced	7	1								
1751	Command	File		GetRawFolderNumFolders( ID )			Advanced	7	1								
1752	Command	File		GetReadstr()			Advanced	7	1								
1753	Command	File		GetWindowsDrive( index )			Advanced	7	1								
1754	Command	File		GetWritestr()			Advanced	7	1								
1755	Command	File		GetZipExtractComplete()			Advanced	7	1								
1756	Command	File		GetZipExtractProgress()			Advanced	7	1								
1757	Command	File		IsAbsolutestr( szstr )			Advanced	7	2	2							
1758	Command	File		Joinstrs( szstr, szstr )			Advanced	7	0								
1759	Command	File		MakeFolder( szName )			Advanced	7	0								
1760	Command	File		OpenRawFolder( szstr )			Advanced	7	0								
1761	Command	File		OpenToRead( ID, szFile )			Advanced	7	0								
1762	Command	File		OpenToWrite( ID, szFile )			Advanced	7	0								
1763	Command	File		ReadByte( iFileID )			Advanced	7	1	1							
1764	Command	File		ReadFloat( iFileID )			Advanced	7	1	1							
1765	Command	File		ReadInteger( iFileID )			Advanced	7	1	1							
1766	Command	File		ReadLine( iFileID )			Advanced	7	1	1							
1767	Command	File		ReadString( iFileID )			Advanced	7	1	1							
1768	Command	File		ReadString2( iFileID )			Advanced	7	1	1							
1769	Command	File		SetCurrentDir( szstr )			Advanced	7	0								
1770	Command	File		SetFilePos( iFileID, pos )			Advanced	7	0								
1771	Command	File		SetFolder( str )			Advanced	7	0								
1772	Command	File		SetRawWritestr( str )			Advanced	7	0								
1773	Command	File		Simplifystr( szstr )			Advanced	7	0								
1774	Command	File		WriteByte( iFileID, b )			Advanced	7	0								
1775	Command	File		WriteFloat( iFileID, f )			Advanced	7	0								
1776	Command	File		WriteInteger( iFileID, i )			Advanced	7	0								
1777	Command	File		WriteLine( iFileID, str )			Advanced	7	0								
1778	Command	File		WriteString( iFileID, str )			Advanced	7	0								
1779	Command	File		WriteString2( iFileID, str )			Advanced	7	0								
1780	Command	Time		GetCurrentDate()			Advanced	7	1								
1781	Command	Time		GetCurrentTime()			Advanced	7	1								
1782	Command	Time		GetDayOfWeek()			Advanced	7	1								
1783	Command	Time		GetDaysFromUnix( unixtime )			Advanced	7	1								
1784	Command	Time		GetHoursFromUnix( unixtime )			Advanced	7	1								
1785	Command	Time		GetLeapYear( year )			Advanced	7	1								
1786	Command	Time		GetMinutesFromUnix( unixtime )			Advanced	7	1								
1787	Command	Time		GetMonthFromUnix( unixtime )			Advanced	7	1								
1788	Command	Time		GetSecondsFromUnix( unixtime )			Advanced	7	1								
1789	Command	Time		GetUnixFromDate( year, month, days, hours, minutes, seconds )			Advanced	7	1								
1790	Command	Time		GetUnixTime()			Advanced	7	1								
1791	Command	Time		GetYearFromUnix( unixtime )			Advanced	7	1								
1792	Command	Memblocks		AddObjectMeshFromMemblock( objID, memID )			Advanced	7	0								
1793	Command	Memblocks		CopyMemblock( memSrcID, memDstID, srcOffset, dstOffset, size )			Advanced	7	0								
1794	Command	Memblocks		CreateFileFromMemblock( filename, memID )			Advanced	7	1	1							
1795	Command	Memblocks		CreateImageFromMemblock( imageID, memID )			Advanced	7	1	1							
1796	Command	Memblocks		CreateMemblock( memID, size )			Advanced	7	1	1							
1797	Command	Memblocks		CreateMemblockFromFile( filename )			Advanced	7	1	1							
1798	Command	Memblocks		CreateMemblockFromImage( imageID )			Advanced	7	1	1							
1799	Command	Memblocks		CreateMemblockFromObjectMesh( objID, meshIndex )			Advanced	7	1	1							
1800	Command	Memblocks		CreateMemblockFromSound( soundID )			Advanced	7	1	1							
1801	Command	Memblocks		CreateObjectFromMeshMemblock( memID )			Advanced	7	1	1							
1802	Command	Memblocks		CreateSoundFromMemblock( memID )			Advanced	7	1	1							
1803	Command	Memblocks		DeleteMemblock( memID )			Advanced	7	0								
1804	Command	Memblocks		GetMemblockByte( memID, offset )			Advanced	7	1								
1805	Command	Memblocks		GetMemblockByteSigned( memID, offset )			Advanced	7	1								
1806	Command	Memblocks		GetMemblockExists( memID )			Advanced	7	1								
1807	Command	Memblocks		GetMemblockFloat( memID, offset )			Advanced	7	1								
1808	Command	Memblocks		GetMemblockInt( memID, offset )			Advanced	7	1								
1809	Command	Memblocks		GetMemblockShort( memID, offset )			Advanced	7	1								
1810	Command	Memblocks		GetMemblockSize( memID )			Advanced	7	1								
1811	Command	Memblocks		GetMemblockString( memID, offset, length )			Advanced	7	1								
1812	Command	Memblocks		GetMeshMemblockVertexAlpha( memID, vertexIndex )			Advanced	7	1								
1813	Command	Memblocks		GetMeshMemblockVertexBlue( memID, vertexIndex )			Advanced	7	1								
1814	Command	Memblocks		GetMeshMemblockVertexGreen( memID, vertexIndex )			Advanced	7	1								
1815	Command	Memblocks		GetMeshMemblockVertexNormalX( memID, vertexIndex )			Advanced	7	1								
1816	Command	Memblocks		GetMeshMemblockVertexNormalY( memID, vertexIndex )			Advanced	7	1								
1817	Command	Memblocks		GetMeshMemblockVertexNormalZ( memID, vertexIndex )			Advanced	7	1								
1818	Command	Memblocks		GetMeshMemblockVertexRed( memID, vertexIndex )			Advanced	7	1								
1819	Command	Memblocks		GetMeshMemblockVertexU( memID, vertexIndex )			Advanced	7	1								
1820	Command	Memblocks		GetMeshMemblockVertexV( memID, vertexIndex )			Advanced	7	1								
1821	Command	Memblocks		GetMeshMemblockVertexX( memID, vertexIndex )			Advanced	7	1								
1822	Command	Memblocks		GetMeshMemblockVertexY( memID, vertexIndex )			Advanced	7	1								
1823	Command	Memblocks		GetMeshMemblockVertexZ( memID, vertexIndex )			Advanced	7	1								
1824	Command	Memblocks		SetMemblockByte( memID, offset, value )			Advanced	7	0								
1825	Command	Memblocks		SetMemblockByteSigned( memID, offset, value )			Advanced	7	0								
1826	Command	Memblocks		SetMemblockFloat( memID, offset, value )			Advanced	7	0								
1827	Command	Memblocks		SetMemblockInt( memID, offset, value )			Advanced	7	0								
1828	Command	Memblocks		SetMemblockShort( memID, offset, value )			Advanced	7	0								
1829	Command	Memblocks		SetMemblockString( memID, offset, value )			Advanced	7	0								
1830	Command	Memblocks		SetMeshMemblockVertexColor( memID, vertexIndex, red, green, blue, alpha )			Advanced	7	0								
1831	Command	Memblocks		SetMeshMemblockVertexNormal( memID, vertexIndex, x, y, z )			Advanced	7	0								
1832	Command	Memblocks		SetMeshMemblockVertexPosition( memID, vertexIndex, x, y, z )			Advanced	7	0								
1833	Command	Memblocks		SetMeshMemblockVertexUV( memID, vertexIndex, u, v )			Advanced	7	0								
1834	Command	Memblocks		SetObjectMeshFromMemblock( objID, meshIndex, memID )			Advanced	7	0								
1835	Command	Errors		GetErrorOccurred()			Advanced	7	2	2							
1836	Command	Errors		GetLastError()			Advanced	7	1								
1837	Command	Errors		Log( szMessage )			Advanced	7	0								
1838	Command	Errors		SetErrorMode( mode )			Advanced	7	0								
